survey_id,adm0_name,adm0_iso3,adm1_pcode,adm1_name,adm2_pcode,adm2_name,round,survey_date,weight_final
519550671,Chad,TCD,TD08,Logone Occidental,TD0803,Guéni,6,12/24/2023 12:00:00 AM,0.48338631
519550673,Chad,TCD,TD08,Logone Occidental,TD0803,Guéni,6,12/24/2023 12:00:00 AM,0.48338631
519550678,Chad,TCD,TD08,Logone Occidental,TD0803,Guéni,6,12/24/2023 12:00:00 AM,0.48338631
519550685,Chad,TCD,TD08,Logone Occidental,TD0803,Guéni,6,12/24/2023 12:00:00 AM,0.48338631
519550694,Chad,TCD,TD08,Logone Occidental,TD0803,Guéni,6,12/24/2023 12:00:00 AM,0.48338631
519550709,Chad,TCD,TD08,Logone Occidental,TD0803,Guéni,6,12/24/2023 12:00:00 AM,0.48338631
519550742,Chad,TCD,TD08,Logone Occidental,TD0803,Guéni,6,12/25/2023 12:00:00 AM,0.48338631
519550748,Chad,TCD,TD08,Logone Occidental,TD0803,Guéni,6,12/25/2023 12:00:00 AM,0.48338631
519550755,Chad,TCD,TD08,Logone Occidental,TD0803,Guéni,6,12/25/2023 12:00:00 AM,0.48338631
519550769,Chad,TCD,TD08,Logone Occidental,TD0803,Guéni,6,12/25/2023 12:00:00 AM,0.48338631
519550780,Chad,TCD,TD08,Logone Occidental,TD0803,Guéni,6,12/25/2023 12:00:00 AM,0.48338631
519550787,Chad,TCD,TD08,Logone Occidental,TD0803,Guéni,6,12/25/2023 12:00:00 AM,0.48338631
519550956,Chad,TCD,TD08,Logone Occidental,TD0803,Guéni,6,12/21/2023 12:00:00 AM,0.48338631
519551057,Chad,TCD,TD08,Logone Occidental,TD0803,Guéni,6,12/21/2023 12:00:00 AM,0.48338631
519551125,Chad,TCD,TD08,Logone Occidental,TD0803,Guéni,6,12/24/2023 12:00:00 AM,0.48338631
519551133,Chad,TCD,TD08,Logone Occidental,TD0803,Guéni,6,12/24/2023 12:00:00 AM,0.48338631
519551136,Chad,TCD,TD08,Logone Occidental,TD0803,Guéni,6,12/24/2023 12:00:00 AM,0.48338631
519551148,Chad,TCD,TD08,Logone Occidental,TD0803,Guéni,6,12/24/2023 12:00:00 AM,0.48338631
519551152,Chad,TCD,TD08,Logone Occidental,TD0803,Guéni,6,12/24/2023 12:00:00 AM,0.48338631
519551154,Chad,TCD,TD08,Logone Occidental,TD0803,Guéni,6,12/25/2023 12:00:00 AM,0.48338631
519551156,Chad,TCD,TD08,Logone Occidental,TD0803,Guéni,6,12/25/2023 12:00:00 AM,0.48338631
519551158,Chad,TCD,TD08,Logone Occidental,TD0803,Guéni,6,12/25/2023 12:00:00 AM,0.48338631
519551162,Chad,TCD,TD08,Logone Occidental,TD0803,Guéni,6,12/25/2023 12:00:00 AM,0.48338631
519551168,Chad,TCD,TD08,Logone Occidental,TD0803,Guéni,6,12/25/2023 12:00:00 AM,0.48338631
519551329,Chad,TCD,TD08,Logone Occidental,TD0803,Guéni,6,12/21/2023 12:00:00 AM,0.48338631
519551549,Chad,TCD,TD08,Logone Occidental,TD0803,Guéni,6,12/22/2023 12:00:00 AM,0.48338631
519551988,Chad,TCD,TD08,Logone Occidental,TD0803,Guéni,6,12/22/2023 12:00:00 AM,0.48338631
519566127,Chad,TCD,TD17,Wadi Fira,TD1703,Kobé,6,12/23/2023 12:00:00 AM,1.04451642
519566132,Chad,TCD,TD17,Wadi Fira,TD1703,Kobé,6,12/23/2023 12:00:00 AM,1.04451642
519566138,Chad,TCD,TD17,Wadi Fira,TD1703,Kobé,6,12/23/2023 12:00:00 AM,1.04451642
519566149,Chad,TCD,TD17,Wadi Fira,TD1703,Kobé,6,12/24/2023 12:00:00 AM,1.04451642
519566153,Chad,TCD,TD17,Wadi Fira,TD1703,Kobé,6,12/24/2023 12:00:00 AM,1.04451642
519566162,Chad,TCD,TD17,Wadi Fira,TD1703,Kobé,6,12/24/2023 12:00:00 AM,1.04451642
519566174,Chad,TCD,TD17,Wadi Fira,TD1703,Kobé,6,12/24/2023 12:00:00 AM,1.04451642
519566199,Chad,TCD,TD17,Wadi Fira,TD1703,Kobé,6,12/24/2023 12:00:00 AM,1.04451642
519566207,Chad,TCD,TD17,Wadi Fira,TD1703,Kobé,6,12/24/2023 12:00:00 AM,1.04451642
519566208,Chad,TCD,TD17,Wadi Fira,TD1703,Kobé,6,12/24/2023 12:00:00 AM,1.04451642
519566218,Chad,TCD,TD17,Wadi Fira,TD1703,Kobé,6,12/24/2023 12:00:00 AM,1.04451642
519566229,Chad,TCD,TD17,Wadi Fira,TD1703,Kobé,6,12/24/2023 12:00:00 AM,1.04451642
519566948,Chad,TCD,TD17,Wadi Fira,TD1703,Kobé,6,12/23/2023 12:00:00 AM,1.04451642
519566953,Chad,TCD,TD17,Wadi Fira,TD1703,Kobé,6,12/23/2023 12:00:00 AM,1.04451642
519566959,Chad,TCD,TD17,Wadi Fira,TD1703,Kobé,6,12/23/2023 12:00:00 AM,1.04451642
519566995,Chad,TCD,TD17,Wadi Fira,TD1703,Kobé,6,12/24/2023 12:00:00 AM,1.04451642
519567018,Chad,TCD,TD17,Wadi Fira,TD1703,Kobé,6,12/24/2023 12:00:00 AM,1.04451642
519567657,Chad,TCD,TD17,Wadi Fira,TD1703,Kobé,6,12/23/2023 12:00:00 AM,1.04451642
519567660,Chad,TCD,TD17,Wadi Fira,TD1703,Kobé,6,12/23/2023 12:00:00 AM,1.04451642
519567665,Chad,TCD,TD17,Wadi Fira,TD1703,Kobé,6,12/23/2023 12:00:00 AM,1.04451642
519567684,Chad,TCD,TD17,Wadi Fira,TD1703,Kobé,6,12/24/2023 12:00:00 AM,1.04451642
519567701,Chad,TCD,TD17,Wadi Fira,TD1703,Kobé,6,12/24/2023 12:00:00 AM,1.04451642
519567714,Chad,TCD,TD17,Wadi Fira,TD1703,Kobé,6,12/24/2023 12:00:00 AM,1.04451642
519567728,Chad,TCD,TD17,Wadi Fira,TD1703,Kobé,6,12/24/2023 12:00:00 AM,1.04451642
519616302,Chad,TCD,TD06,Kanem,TD0602,Nord Kanem,6,12/23/2023 12:00:00 AM,0.65591227
519616316,Chad,TCD,TD06,Kanem,TD0602,Nord Kanem,6,12/23/2023 12:00:00 AM,0.65591227
519616339,Chad,TCD,TD06,Kanem,TD0602,Nord Kanem,6,12/23/2023 12:00:00 AM,0.65591227
519616353,Chad,TCD,TD06,Kanem,TD0602,Nord Kanem,6,12/23/2023 12:00:00 AM,0.65591227
519616372,Chad,TCD,TD06,Kanem,TD0602,Nord Kanem,6,12/23/2023 12:00:00 AM,0.65591227
519616382,Chad,TCD,TD06,Kanem,TD0602,Nord Kanem,6,12/23/2023 12:00:00 AM,0.65591227
519616394,Chad,TCD,TD06,Kanem,TD0602,Nord Kanem,6,12/23/2023 12:00:00 AM,0.65591227
519616403,Chad,TCD,TD06,Kanem,TD0602,Nord Kanem,6,12/23/2023 12:00:00 AM,0.65591227
519616414,Chad,TCD,TD06,Kanem,TD0602,Nord Kanem,6,12/23/2023 12:00:00 AM,0.65591227
519616428,Chad,TCD,TD06,Kanem,TD0602,Nord Kanem,6,12/23/2023 12:00:00 AM,0.65591227
519616438,Chad,TCD,TD06,Kanem,TD0602,Nord Kanem,6,12/23/2023 12:00:00 AM,0.65591227
519616449,Chad,TCD,TD06,Kanem,TD0602,Nord Kanem,6,12/24/2023 12:00:00 AM,0.65591227
519616462,Chad,TCD,TD06,Kanem,TD0602,Nord Kanem,6,12/24/2023 12:00:00 AM,0.65591227
519616471,Chad,TCD,TD06,Kanem,TD0602,Nord Kanem,6,12/24/2023 12:00:00 AM,0.65591227
519616486,Chad,TCD,TD06,Kanem,TD0602,Nord Kanem,6,12/24/2023 12:00:00 AM,0.65591227
519616502,Chad,TCD,TD06,Kanem,TD0602,Nord Kanem,6,12/24/2023 12:00:00 AM,0.65591227
519616514,Chad,TCD,TD06,Kanem,TD0602,Nord Kanem,6,12/24/2023 12:00:00 AM,0.65591227
519616540,Chad,TCD,TD06,Kanem,TD0602,Nord Kanem,6,12/24/2023 12:00:00 AM,0.65591227
519616575,Chad,TCD,TD06,Kanem,TD0602,Nord Kanem,6,12/24/2023 12:00:00 AM,0.65591227
519616585,Chad,TCD,TD06,Kanem,TD0602,Nord Kanem,6,12/24/2023 12:00:00 AM,0.65591227
519616591,Chad,TCD,TD06,Kanem,TD0602,Nord Kanem,6,12/24/2023 12:00:00 AM,0.65591227
519616603,Chad,TCD,TD06,Kanem,TD0602,Nord Kanem,6,12/24/2023 12:00:00 AM,0.65591227
519616612,Chad,TCD,TD06,Kanem,TD0602,Nord Kanem,6,12/24/2023 12:00:00 AM,0.65591227
519616619,Chad,TCD,TD06,Kanem,TD0602,Nord Kanem,6,12/25/2023 12:00:00 AM,0.65591227
519618200,Chad,TCD,TD06,Kanem,TD0602,Nord Kanem,6,12/23/2023 12:00:00 AM,0.65591227
519618209,Chad,TCD,TD06,Kanem,TD0602,Nord Kanem,6,12/23/2023 12:00:00 AM,0.65591227
519618216,Chad,TCD,TD06,Kanem,TD0602,Nord Kanem,6,12/23/2023 12:00:00 AM,0.65591227
519618222,Chad,TCD,TD06,Kanem,TD0602,Nord Kanem,6,12/23/2023 12:00:00 AM,0.65591227
519618230,Chad,TCD,TD06,Kanem,TD0602,Nord Kanem,6,12/23/2023 12:00:00 AM,0.65591227
519618237,Chad,TCD,TD06,Kanem,TD0602,Nord Kanem,6,12/23/2023 12:00:00 AM,0.65591227
519618240,Chad,TCD,TD06,Kanem,TD0602,Nord Kanem,6,12/23/2023 12:00:00 AM,0.65591227
519618245,Chad,TCD,TD06,Kanem,TD0602,Nord Kanem,6,12/23/2023 12:00:00 AM,0.65591227
519618249,Chad,TCD,TD06,Kanem,TD0602,Nord Kanem,6,12/23/2023 12:00:00 AM,0.65591227
519618253,Chad,TCD,TD06,Kanem,TD0602,Nord Kanem,6,12/23/2023 12:00:00 AM,0.65591227
519618261,Chad,TCD,TD06,Kanem,TD0601,Kanem,6,12/23/2023 12:00:00 AM,1.08374152
519618268,Chad,TCD,TD06,Kanem,TD0602,Nord Kanem,6,12/23/2023 12:00:00 AM,0.65591227
519618275,Chad,TCD,TD06,Kanem,TD0602,Nord Kanem,6,12/24/2023 12:00:00 AM,0.65591227
519618283,Chad,TCD,TD06,Kanem,TD0602,Nord Kanem,6,12/24/2023 12:00:00 AM,0.65591227
519618292,Chad,TCD,TD06,Kanem,TD0602,Nord Kanem,6,12/24/2023 12:00:00 AM,0.65591227
519618298,Chad,TCD,TD06,Kanem,TD0602,Nord Kanem,6,12/24/2023 12:00:00 AM,0.65591227
519618304,Chad,TCD,TD06,Kanem,TD0602,Nord Kanem,6,12/24/2023 12:00:00 AM,0.65591227
519618311,Chad,TCD,TD06,Kanem,TD0602,Nord Kanem,6,12/24/2023 12:00:00 AM,0.65591227
519618317,Chad,TCD,TD06,Kanem,TD0602,Nord Kanem,6,12/24/2023 12:00:00 AM,0.65591227
519618326,Chad,TCD,TD06,Kanem,TD0602,Nord Kanem,6,12/24/2023 12:00:00 AM,0.65591227
519618333,Chad,TCD,TD06,Kanem,TD0602,Nord Kanem,6,12/24/2023 12:00:00 AM,0.65591227
519618340,Chad,TCD,TD06,Kanem,TD0602,Nord Kanem,6,12/24/2023 12:00:00 AM,0.65591227
519618352,Chad,TCD,TD06,Kanem,TD0602,Nord Kanem,6,12/24/2023 12:00:00 AM,0.65591227
519618360,Chad,TCD,TD06,Kanem,TD0602,Nord Kanem,6,12/24/2023 12:00:00 AM,0.65591227
519618366,Chad,TCD,TD06,Kanem,TD0602,Nord Kanem,6,12/25/2023 12:00:00 AM,0.65591227
519619061,Chad,TCD,TD06,Kanem,TD0602,Nord Kanem,6,12/23/2023 12:00:00 AM,0.65591227
519619066,Chad,TCD,TD06,Kanem,TD0602,Nord Kanem,6,12/23/2023 12:00:00 AM,0.65591227
519619073,Chad,TCD,TD06,Kanem,TD0602,Nord Kanem,6,12/23/2023 12:00:00 AM,0.65591227
519619080,Chad,TCD,TD06,Kanem,TD0602,Nord Kanem,6,12/23/2023 12:00:00 AM,0.65591227
519619087,Chad,TCD,TD06,Kanem,TD0602,Nord Kanem,6,12/23/2023 12:00:00 AM,0.65591227
519619097,Chad,TCD,TD06,Kanem,TD0602,Nord Kanem,6,12/23/2023 12:00:00 AM,0.65591227
519619103,Chad,TCD,TD06,Kanem,TD0602,Nord Kanem,6,12/23/2023 12:00:00 AM,0.65591227
519619138,Chad,TCD,TD06,Kanem,TD0602,Nord Kanem,6,12/23/2023 12:00:00 AM,0.65591227
519619153,Chad,TCD,TD06,Kanem,TD0602,Nord Kanem,6,12/23/2023 12:00:00 AM,0.65591227
519619169,Chad,TCD,TD06,Kanem,TD0602,Nord Kanem,6,12/24/2023 12:00:00 AM,0.65591227
519619190,Chad,TCD,TD06,Kanem,TD0602,Nord Kanem,6,12/24/2023 12:00:00 AM,0.65591227
519619210,Chad,TCD,TD06,Kanem,TD0602,Nord Kanem,6,12/24/2023 12:00:00 AM,0.65591227
519619222,Chad,TCD,TD06,Kanem,TD0602,Nord Kanem,6,12/24/2023 12:00:00 AM,0.65591227
519619239,Chad,TCD,TD06,Kanem,TD0602,Nord Kanem,6,12/24/2023 12:00:00 AM,0.65591227
519619258,Chad,TCD,TD06,Kanem,TD0602,Nord Kanem,6,12/24/2023 12:00:00 AM,0.65591227
519619272,Chad,TCD,TD06,Kanem,TD0602,Nord Kanem,6,12/24/2023 12:00:00 AM,0.65591227
519619285,Chad,TCD,TD06,Kanem,TD0602,Nord Kanem,6,12/24/2023 12:00:00 AM,0.65591227
519619294,Chad,TCD,TD06,Kanem,TD0602,Nord Kanem,6,12/25/2023 12:00:00 AM,0.65591227
519619309,Chad,TCD,TD06,Kanem,TD0602,Nord Kanem,6,12/25/2023 12:00:00 AM,0.65591227
519619322,Chad,TCD,TD06,Kanem,TD0602,Nord Kanem,6,12/25/2023 12:00:00 AM,0.65591227
519619334,Chad,TCD,TD06,Kanem,TD0602,Nord Kanem,6,12/25/2023 12:00:00 AM,0.65591227
519619345,Chad,TCD,TD06,Kanem,TD0602,Nord Kanem,6,12/25/2023 12:00:00 AM,0.65591227
519619357,Chad,TCD,TD06,Kanem,TD0602,Nord Kanem,6,12/25/2023 12:00:00 AM,0.65591227
519619369,Chad,TCD,TD06,Kanem,TD0602,Nord Kanem,6,12/25/2023 12:00:00 AM,0.65591227
519794922,Chad,TCD,TD08,Logone Occidental,TD0804,Ngourkosso,6,12/24/2023 12:00:00 AM,0.96863818
519794931,Chad,TCD,TD08,Logone Occidental,TD0804,Ngourkosso,6,12/24/2023 12:00:00 AM,0.96863818
519794942,Chad,TCD,TD08,Logone Occidental,TD0804,Ngourkosso,6,12/24/2023 12:00:00 AM,0.96863818
519794957,Chad,TCD,TD08,Logone Occidental,TD0804,Ngourkosso,6,12/24/2023 12:00:00 AM,0.96863818
519794961,Chad,TCD,TD08,Logone Occidental,TD0804,Ngourkosso,6,12/24/2023 12:00:00 AM,0.96863818
519794979,Chad,TCD,TD08,Logone Occidental,TD0804,Ngourkosso,6,12/24/2023 12:00:00 AM,0.96863818
519795071,Chad,TCD,TD08,Logone Occidental,TD0804,Ngourkosso,6,12/24/2023 12:00:00 AM,0.96863818
519795155,Chad,TCD,TD08,Logone Occidental,TD0804,Ngourkosso,6,12/24/2023 12:00:00 AM,0.96863818
519795175,Chad,TCD,TD08,Logone Occidental,TD0804,Ngourkosso,6,12/24/2023 12:00:00 AM,0.96863818
519795192,Chad,TCD,TD08,Logone Occidental,TD0804,Ngourkosso,6,12/24/2023 12:00:00 AM,0.96863818
519795216,Chad,TCD,TD08,Logone Occidental,TD0804,Ngourkosso,6,12/24/2023 12:00:00 AM,0.96863818
519795224,Chad,TCD,TD08,Logone Occidental,TD0804,Ngourkosso,6,12/24/2023 12:00:00 AM,0.96863818
519795225,Chad,TCD,TD08,Logone Occidental,TD0804,Ngourkosso,6,12/25/2023 12:00:00 AM,0.96863818
519795342,Chad,TCD,TD08,Logone Occidental,TD0804,Ngourkosso,6,12/24/2023 12:00:00 AM,0.96863818
519796482,Chad,TCD,TD08,Logone Occidental,TD0804,Ngourkosso,6,12/25/2023 12:00:00 AM,0.96863818
519796485,Chad,TCD,TD08,Logone Occidental,TD0804,Ngourkosso,6,12/25/2023 12:00:00 AM,0.96863818
519796489,Chad,TCD,TD08,Logone Occidental,TD0804,Ngourkosso,6,12/25/2023 12:00:00 AM,0.96863818
519796492,Chad,TCD,TD08,Logone Occidental,TD0804,Ngourkosso,6,12/25/2023 12:00:00 AM,0.96863818
519796497,Chad,TCD,TD08,Logone Occidental,TD0804,Ngourkosso,6,12/26/2023 12:00:00 AM,0.96863818
519796499,Chad,TCD,TD08,Logone Occidental,TD0804,Ngourkosso,6,12/26/2023 12:00:00 AM,0.96863818
519796510,Chad,TCD,TD08,Logone Occidental,TD0804,Ngourkosso,6,12/26/2023 12:00:00 AM,0.96863818
519796516,Chad,TCD,TD08,Logone Occidental,TD0804,Ngourkosso,6,12/26/2023 12:00:00 AM,0.96863818
519796517,Chad,TCD,TD08,Logone Occidental,TD0804,Ngourkosso,6,12/26/2023 12:00:00 AM,0.96863818
519796520,Chad,TCD,TD08,Logone Occidental,TD0804,Ngourkosso,6,12/26/2023 12:00:00 AM,0.96863818
519824554,Chad,TCD,TD17,Wadi Fira,TD1703,Kobé,6,12/25/2023 12:00:00 AM,1.04451642
519824561,Chad,TCD,TD17,Wadi Fira,TD1703,Kobé,6,12/25/2023 12:00:00 AM,1.04451642
519824710,Chad,TCD,TD17,Wadi Fira,TD1703,Kobé,6,12/25/2023 12:00:00 AM,1.04451642
519824722,Chad,TCD,TD17,Wadi Fira,TD1703,Kobé,6,12/25/2023 12:00:00 AM,1.04451642
519824727,Chad,TCD,TD17,Wadi Fira,TD1703,Kobé,6,12/25/2023 12:00:00 AM,1.04451642
519824758,Chad,TCD,TD17,Wadi Fira,TD1703,Kobé,6,12/25/2023 12:00:00 AM,1.04451642
519824774,Chad,TCD,TD17,Wadi Fira,TD1703,Kobé,6,12/25/2023 12:00:00 AM,1.04451642
519824997,Chad,TCD,TD17,Wadi Fira,TD1703,Kobé,6,12/25/2023 12:00:00 AM,1.04451642
519825001,Chad,TCD,TD17,Wadi Fira,TD1703,Kobé,6,12/25/2023 12:00:00 AM,1.04451642
519825004,Chad,TCD,TD17,Wadi Fira,TD1703,Kobé,6,12/25/2023 12:00:00 AM,1.04451642
519825022,Chad,TCD,TD17,Wadi Fira,TD1703,Kobé,6,12/25/2023 12:00:00 AM,1.04451642
519825028,Chad,TCD,TD17,Wadi Fira,TD1703,Kobé,6,12/25/2023 12:00:00 AM,1.04451642
519825032,Chad,TCD,TD17,Wadi Fira,TD1703,Kobé,6,12/25/2023 12:00:00 AM,1.04451642
519825286,Chad,TCD,TD17,Wadi Fira,TD1703,Kobé,6,12/25/2023 12:00:00 AM,1.04451642
519825288,Chad,TCD,TD17,Wadi Fira,TD1703,Kobé,6,12/25/2023 12:00:00 AM,1.04451642
519825292,Chad,TCD,TD17,Wadi Fira,TD1703,Kobé,6,12/25/2023 12:00:00 AM,1.04451642
519825294,Chad,TCD,TD17,Wadi Fira,TD1703,Kobé,6,12/25/2023 12:00:00 AM,1.04451642
519825297,Chad,TCD,TD17,Wadi Fira,TD1703,Kobé,6,12/25/2023 12:00:00 AM,1.04451642
519825299,Chad,TCD,TD17,Wadi Fira,TD1703,Kobé,6,12/25/2023 12:00:00 AM,1.04451642
519825304,Chad,TCD,TD17,Wadi Fira,TD1703,Kobé,6,12/26/2023 12:00:00 AM,1.04451642
519825308,Chad,TCD,TD17,Wadi Fira,TD1703,Kobé,6,12/26/2023 12:00:00 AM,1.04451642
519071496,Chad,TCD,TD08,Logone Occidental,TD0804,Ngourkosso,6,12/22/2023 12:00:00 AM,0.96863818
519795421,Chad,TCD,TD08,Logone Occidental,TD0804,Ngourkosso,6,12/25/2023 12:00:00 AM,0.96863818
519071497,Chad,TCD,TD08,Logone Occidental,TD0804,Ngourkosso,6,12/22/2023 12:00:00 AM,0.96863818
519795444,Chad,TCD,TD08,Logone Occidental,TD0804,Ngourkosso,6,12/25/2023 12:00:00 AM,0.96863818
519071500,Chad,TCD,TD08,Logone Occidental,TD0804,Ngourkosso,6,12/22/2023 12:00:00 AM,0.96863818
519795475,Chad,TCD,TD08,Logone Occidental,TD0804,Ngourkosso,6,12/25/2023 12:00:00 AM,0.96863818
519071501,Chad,TCD,TD08,Logone Occidental,TD0804,Ngourkosso,6,12/23/2023 12:00:00 AM,0.96863818
519795484,Chad,TCD,TD08,Logone Occidental,TD0804,Ngourkosso,6,12/24/2023 12:00:00 AM,0.96863818
519071502,Chad,TCD,TD08,Logone Occidental,TD0804,Ngourkosso,6,12/23/2023 12:00:00 AM,0.96863818
520463850,Chad,TCD,TD17,Wadi Fira,TD1703,Kobé,6,12/26/2023 12:00:00 AM,1.04451642
520463881,Chad,TCD,TD17,Wadi Fira,TD1703,Kobé,6,12/28/2023 12:00:00 AM,1.04451642
520464028,Chad,TCD,TD17,Wadi Fira,TD1703,Kobé,6,12/26/2023 12:00:00 AM,1.04451642
520464030,Chad,TCD,TD17,Wadi Fira,TD1703,Kobé,6,12/26/2023 12:00:00 AM,1.04451642
520464051,Chad,TCD,TD17,Wadi Fira,TD1703,Kobé,6,12/28/2023 12:00:00 AM,1.04451642
520464467,Chad,TCD,TD17,Wadi Fira,TD1703,Kobé,6,12/26/2023 12:00:00 AM,1.04451642
520464475,Chad,TCD,TD17,Wadi Fira,TD1703,Kobé,6,12/26/2023 12:00:00 AM,1.04451642
520465114,Chad,TCD,TD17,Wadi Fira,TD1703,Kobé,6,12/27/2023 12:00:00 AM,1.04451642
520465118,Chad,TCD,TD17,Wadi Fira,TD1703,Kobé,6,12/27/2023 12:00:00 AM,1.04451642
520465124,Chad,TCD,TD17,Wadi Fira,TD1703,Kobé,6,12/27/2023 12:00:00 AM,1.04451642
520465127,Chad,TCD,TD17,Wadi Fira,TD1703,Kobé,6,12/28/2023 12:00:00 AM,1.04451642
520465130,Chad,TCD,TD17,Wadi Fira,TD1703,Kobé,6,12/28/2023 12:00:00 AM,1.04451642
520465133,Chad,TCD,TD17,Wadi Fira,TD1703,Kobé,6,12/28/2023 12:00:00 AM,1.04451642
520465135,Chad,TCD,TD17,Wadi Fira,TD1703,Kobé,6,12/28/2023 12:00:00 AM,1.04451642
520465147,Chad,TCD,TD17,Wadi Fira,TD1703,Kobé,6,12/26/2023 12:00:00 AM,1.04451642
520465151,Chad,TCD,TD17,Wadi Fira,TD1703,Kobé,6,12/26/2023 12:00:00 AM,1.04451642
520465159,Chad,TCD,TD17,Wadi Fira,TD1703,Kobé,6,12/26/2023 12:00:00 AM,1.04451642
520677959,Chad,TCD,TD08,Logone Occidental,TD0803,Guéni,6,12/26/2023 12:00:00 AM,0.48338631
520677967,Chad,TCD,TD08,Logone Occidental,TD0803,Guéni,6,12/26/2023 12:00:00 AM,0.48338631
520677973,Chad,TCD,TD08,Logone Occidental,TD0803,Guéni,6,12/26/2023 12:00:00 AM,0.48338631
520677978,Chad,TCD,TD08,Logone Occidental,TD0803,Guéni,6,12/26/2023 12:00:00 AM,0.48338631
520677987,Chad,TCD,TD08,Logone Occidental,TD0803,Guéni,6,12/26/2023 12:00:00 AM,0.48338631
520677992,Chad,TCD,TD08,Logone Occidental,TD0803,Guéni,6,12/26/2023 12:00:00 AM,0.48338631
520677995,Chad,TCD,TD08,Logone Occidental,TD0803,Guéni,6,12/26/2023 12:00:00 AM,0.48338631
520677998,Chad,TCD,TD08,Logone Occidental,TD0803,Guéni,6,12/26/2023 12:00:00 AM,0.48338631
520678006,Chad,TCD,TD08,Logone Occidental,TD0803,Guéni,6,12/26/2023 12:00:00 AM,0.48338631
520678009,Chad,TCD,TD08,Logone Occidental,TD0803,Guéni,6,12/26/2023 12:00:00 AM,0.48338631
520678012,Chad,TCD,TD08,Logone Occidental,TD0803,Guéni,6,12/27/2023 12:00:00 AM,0.48338631
520678013,Chad,TCD,TD08,Logone Occidental,TD0803,Guéni,6,12/27/2023 12:00:00 AM,0.48338631
520678017,Chad,TCD,TD08,Logone Occidental,TD0803,Guéni,6,12/27/2023 12:00:00 AM,0.48338631
520678022,Chad,TCD,TD08,Logone Occidental,TD0803,Guéni,6,12/27/2023 12:00:00 AM,0.48338631
520678028,Chad,TCD,TD08,Logone Occidental,TD0803,Guéni,6,12/27/2023 12:00:00 AM,0.48338631
520678034,Chad,TCD,TD08,Logone Occidental,TD0803,Guéni,6,12/27/2023 12:00:00 AM,0.48338631
520678040,Chad,TCD,TD08,Logone Occidental,TD0803,Guéni,6,12/27/2023 12:00:00 AM,0.48338631
520678045,Chad,TCD,TD08,Logone Occidental,TD0803,Guéni,6,12/27/2023 12:00:00 AM,0.48338631
520678048,Chad,TCD,TD08,Logone Occidental,TD0803,Guéni,6,12/27/2023 12:00:00 AM,0.48338631
520678053,Chad,TCD,TD08,Logone Occidental,TD0803,Guéni,6,12/28/2023 12:00:00 AM,0.48338631
520678054,Chad,TCD,TD08,Logone Occidental,TD0803,Guéni,6,12/28/2023 12:00:00 AM,0.48338631
520678058,Chad,TCD,TD08,Logone Occidental,TD0803,Guéni,6,12/28/2023 12:00:00 AM,0.48338631
520678059,Chad,TCD,TD08,Logone Occidental,TD0803,Guéni,6,12/28/2023 12:00:00 AM,0.48338631
520678063,Chad,TCD,TD08,Logone Occidental,TD0803,Guéni,6,12/28/2023 12:00:00 AM,0.48338631
520678067,Chad,TCD,TD08,Logone Occidental,TD0803,Guéni,6,12/28/2023 12:00:00 AM,0.48338631
520678072,Chad,TCD,TD08,Logone Occidental,TD0803,Guéni,6,12/28/2023 12:00:00 AM,0.48338631
520678075,Chad,TCD,TD08,Logone Occidental,TD0803,Guéni,6,12/28/2023 12:00:00 AM,0.48338631
520678079,Chad,TCD,TD08,Logone Occidental,TD0803,Guéni,6,12/28/2023 12:00:00 AM,0.48338631
520678081,Chad,TCD,TD08,Logone Occidental,TD0803,Guéni,6,12/28/2023 12:00:00 AM,0.48338631
520678157,Chad,TCD,TD08,Logone Occidental,TD0803,Guéni,6,12/26/2023 12:00:00 AM,0.48338631
520678161,Chad,TCD,TD08,Logone Occidental,TD0803,Guéni,6,12/26/2023 12:00:00 AM,0.48338631
520678162,Chad,TCD,TD08,Logone Occidental,TD0803,Guéni,6,12/26/2023 12:00:00 AM,0.48338631
520678165,Chad,TCD,TD08,Logone Occidental,TD0803,Guéni,6,12/26/2023 12:00:00 AM,0.48338631
520678168,Chad,TCD,TD08,Logone Occidental,TD0803,Guéni,6,12/26/2023 12:00:00 AM,0.48338631
520678169,Chad,TCD,TD08,Logone Occidental,TD0803,Guéni,6,12/26/2023 12:00:00 AM,0.48338631
520678170,Chad,TCD,TD08,Logone Occidental,TD0803,Guéni,6,12/26/2023 12:00:00 AM,0.48338631
520678174,Chad,TCD,TD08,Logone Occidental,TD0803,Guéni,6,12/26/2023 12:00:00 AM,0.48338631
520678175,Chad,TCD,TD08,Logone Occidental,TD0803,Guéni,6,12/26/2023 12:00:00 AM,0.48338631
520678179,Chad,TCD,TD08,Logone Occidental,TD0803,Guéni,6,12/26/2023 12:00:00 AM,0.48338631
520678182,Chad,TCD,TD08,Logone Occidental,TD0803,Guéni,6,12/26/2023 12:00:00 AM,0.48338631
520678189,Chad,TCD,TD08,Logone Occidental,TD0803,Guéni,6,12/26/2023 12:00:00 AM,0.48338631
520678194,Chad,TCD,TD08,Logone Occidental,TD0803,Guéni,6,12/27/2023 12:00:00 AM,0.48338631
520678197,Chad,TCD,TD08,Logone Occidental,TD0803,Guéni,6,12/27/2023 12:00:00 AM,0.48338631
